,20,35,50,,,,,
20,47.432778,38.943889,37.591556,,,,,
30,38.821167,31.518889,32.203556,,,,,
40,41.795778,33.392944,32.803056,,,,,
50,41.227778,33.694556,33.050944,,,,,
60,39.064833,31.764667,30.634722,,,,,
70,41.912833,34.446778,33.688944,,,,,
80,42.045778,34.059944,32.994333,,,,,
90,41.131833,33.0205,30.502833,,,,,
,,,,,,,,
