Adjusted Time,Pack Power
349.45,0
349.5,0
349.55,0
349.6,0.5
349.65,1.5
349.7,1.494
349.75,1.984
349.8,1.984
349.85,1.988
349.9,3.472
349.95,4.95
350,5.916
350.05,6.383
350.1,6.86
350.15,6.846
350.2,7.84
350.25,8.33
350.3,8.313
350.35,8.296
350.4,8.784
350.45,9.272
350.5,11.132
350.55,12.933
350.6,13.412
350.65,13.891
350.7,12.454
350.75,10.538
350.8,10.582
350.85,10.604
350.9,13.468
350.95,16.765
351,17.612
351.05,18.447
351.1,18.84
351.15,19.27
351.2,17.501
351.25,15.296
351.3,14.756
351.35,14.22
351.4,12.852
351.45,11.472
351.5,11.496
351.55,11.52
351.6,7.245
351.65,2.922
351.7,0.984
351.75,-0.498
351.8,-0.499
351.85,-0.499
351.9,-0.499
351.95,-0.499
352,-0.499
352.05,-0.499
352.1,-0.499
352.15,-0.5
352.2,-0.499
352.25,-0.499
352.3,0
352.35,0
352.4,-0.5
352.45,-0.5
352.5,-0.5
352.55,-0.5
352.6,0
352.65,0
352.7,0
352.75,0.5
352.8,0.998
352.85,0.998
352.9,1.988
352.95,2.976
353,2.976
353.05,2.976
353.1,3.952
353.15,5.423
353.2,4.93
353.25,4.437
353.3,3.458
353.35,2.475
353.4,0.994
353.45,0
353.5,0
353.55,0
353.6,0
353.65,0
353.7,0
353.75,0
353.8,0.5
353.85,0.998
353.9,2.988
353.95,4.96
354,5.434
354.05,5.412
354.1,5.904
354.15,6.888
354.2,6.396
354.25,5.401
354.3,5.412
354.35,5.412
354.4,5.412
354.45,4.92
354.5,4.437
354.55,3.944
354.6,3.952
354.65,3.465
354.7,3.465
354.75,3.96
354.8,2.97
354.85,2.475
354.9,0.996
354.95,0
355,0
355.05,0
355.1,0
355.15,0
355.2,0.5
355.25,1
355.3,1.497
355.35,2.485
355.4,3.968
355.45,5.445
355.5,5.434
355.55,5.423
355.6,4.93
355.65,4.437
355.7,4.93
355.75,5.423
355.8,5.423
355.85,5.423
355.9,5.423
355.95,5.916
356,5.916
356.05,5.916
356.1,6.396
356.15,6.888
356.2,6.874
356.25,6.86
356.3,7.35
356.35,7.35
356.4,7.35
356.45,7.35
356.5,7.824
356.55,8.296
356.6,10.206
356.65,12.61
356.7,13.58
356.75,14.065
356.8,14.49
356.85,15.392
356.9,14.849
356.95,14.31
357,15.741
357.05,17.172
357.1,18.05
357.15,18.96
357.2,19.393
357.25,19.311
357.3,19.27
357.35,19.27
357.4,19.74
357.45,20.167
357.5,20.167
357.55,20.636
357.6,21.06
357.65,21.06
357.7,21.949
357.75,22.368
357.8,22.785
357.85,23.613
357.9,24.024
357.95,24.486
358,24.894
358.05,24.894
358.1,25.3
358.15,25.704
358.2,26.506
358.25,27.3
358.3,27.755
358.35,28.21
358.4,28.665
358.45,28.602
358.5,28.148
358.55,28.086
358.6,27.633
358.65,27.633
358.7,27.633
358.75,27.18
358.8,26.786
358.85,26.904
358.9,26.448
358.95,25.992
359,25.245
359.05,24.486
359.1,18.096
359.15,10.718
359.2,6.253
359.25,1.988
359.3,0.498
359.35,-0.996
359.4,-0.996
359.45,-0.998
359.5,-0.998
359.55,-1.497
359.6,-0.998
359.65,-0.998
359.7,-0.998
359.75,-0.499
359.8,-0.499
359.85,-0.998
359.9,-0.499
359.95,-0.499
360,-0.499
360.05,-0.998
360.1,-0.998
360.15,-0.998
360.2,0
360.25,0.499
360.3,0.996
360.35,0.994
360.4,1.491
360.45,1.488
360.5,0.497
360.55,-0.499
360.6,-0.499
360.65,-0.499
360.7,-0.499
360.75,-1
360.8,-0.5
360.85,-0.5
360.9,-0.5
360.95,-0.5
361,-0.5
361.05,-0.5
361.1,-0.5
361.15,-0.5
361.2,-0.5
361.25,-0.5
361.3,-0.5
361.35,-0.5
361.4,-0.5
361.45,-0.5
361.5,-0.5
361.55,-0.5
361.6,-0.5
361.65,-0.5
361.7,-0.5
361.75,-0.5
361.8,-0.5
361.85,-0.5
361.9,1.497
361.95,3.479
362,4.94
362.05,6.874
362.1,8.313
362.15,9.74
362.2,10.206
362.25,10.67
362.3,10.185
362.35,9.72
362.4,10.67
362.45,11.616
362.5,11.592
362.55,11.109
362.6,11.109
362.65,11.109
362.7,11.109
362.75,10.648
362.8,9.215
362.85,7.29
362.9,6.818
362.95,6.832
363,4.9
363.05,2.46
363.1,1.984
363.15,1
363.2,0.499
363.25,-0.499
363.3,-0.499
363.35,-0.5
363.4,0
363.45,0
363.5,0.499
363.55,1.5
363.6,2.982
363.65,4.446
363.7,4.93
363.75,5.412
363.8,6.383
363.85,7.335
363.9,8.296
363.95,9.74
364,10.206
364.05,11.155
364.1,12.075
364.15,13.44
364.2,13.44
364.25,13.412
364.3,13.92
364.35,14.4
364.4,14.4
364.45,13.949
364.5,14.37
364.55,15.264
364.6,15.264
364.65,15.264
364.7,15.264
364.75,15.296
364.8,15.264
364.85,15.264
364.9,12.454
364.95,9.158
365,9.196
365.05,8.766
365.1,8.766
365.15,8.279
365.2,8.279
365.25,8.784
365.3,8.766
365.35,8.766
365.4,8.748
365.45,8.748
365.5,9.234
365.55,9.234
365.6,10.206
365.65,10.692
365.7,11.64
365.75,13.068
365.8,13.496
365.85,13.44
365.9,13.44
365.95,12.96
366,13.44
366.05,13.891
366.1,13.891
366.15,13.92
366.2,14.37
366.25,14.849
366.3,15.328
366.35,15.328
366.4,14.818
366.45,14.756
366.5,9.6
366.55,4.365
366.6,1.476
366.65,-0.998
366.7,-0.998
366.75,-0.499
366.8,-0.499
366.85,-0.499
366.9,-0.499
366.95,0
367,0
367.05,-0.499
367.1,-0.499
367.15,0
367.2,0
367.25,0
367.3,0
367.35,0
367.4,0
367.45,0
367.5,0
367.55,0
367.6,0.499
367.65,1
367.7,0.998
367.75,1.494
367.8,1.988
367.85,2.485
367.9,0.994
367.95,-0.498
368,0
368.05,0
368.1,0
368.15,0
368.2,0.5
368.25,0.5
368.3,2.49
368.35,4.473
368.4,5.445
368.45,6.422
368.5,6.409
368.55,5.892
368.6,5.892
368.65,5.892
368.7,5.401
368.75,4.91
368.8,4.437
368.85,3.465
368.9,3.465
368.95,3.458
369,3.465
369.05,2.97
369.1,2.48
369.15,1.984
369.2,0.994
369.25,0
369.3,0
369.35,0
369.4,1.494
369.45,2.976
369.5,4.94
369.55,6.874
369.6,7.35
369.65,7.35
369.7,8.313
369.75,8.784
369.8,9.76
369.85,10.227
369.9,10.692
369.95,11.132
370,12.05
370.05,12.506
370.1,12.532
370.15,12.05
370.2,12.05
370.25,12.05
370.3,12.05
370.35,12.05
370.4,12.05
370.45,12.05
370.5,12.05
370.55,12.05
370.6,11.592
370.65,11.109
370.7,10.648
370.75,10.185
370.8,9.7
370.85,9.215
370.9,9.215
370.95,9.234
371,9.215
371.05,9.215
371.1,9.215
371.15,9.215
371.2,7.275
371.25,4.85
371.3,2.44
371.35,-0.492
371.4,-0.496
371.45,0
371.5,0
371.55,-0.5
371.6,0
371.65,0
371.7,0
371.75,0
371.8,0
371.85,0
371.9,0.998
371.95,1.992
372,1.992
372.05,1.494
372.1,1.494
372.15,1.988
372.2,1.988
372.25,1.992
372.3,1.988
372.35,1.491
372.4,1.491
372.45,1.491
372.5,1.992
372.55,1.992
372.6,1.988
372.65,1.988
372.7,2.485
372.75,2.485
372.8,3.472
372.85,3.968
372.9,3.96
372.95,3.96
373,4.94
373.05,5.423
373.1,5.916
373.15,6.396
373.2,10.248
373.25,14.007
373.3,13.978
373.35,13.44
373.4,13.891
373.45,14.37
373.5,17.172
373.55,19.908
373.6,20.296
373.65,20.636
373.7,21.06
373.75,21.528
373.8,22.883
373.85,24.18
373.9,25.41
373.95,26.22
374,26.564
374.05,27.42
374.1,28.728
374.15,30.03
374.2,30.804
374.25,31.57
374.3,31.95
374.35,32.4
374.4,32.777
374.45,32.704
374.5,33.525
374.55,33.972
374.6,35.234
374.65,35.964
374.7,36.326
374.75,36.686
374.8,37.57
374.85,38.367
374.9,38.72
374.95,38.544
375,38.106
375.05,38.019
375.1,38.019
375.15,37.932
375.2,38.804
375.25,39.585
375.3,40.112
375.35,40.204
375.4,40.548
375.45,40.362
375.5,40.176
375.55,39.99
375.6,40.85
375.65,42.042
375.7,42.372
375.75,43.127
375.8,43.026
375.85,42.6
375.9,42.273
375.95,41.516
376,27.032
376.05,11.125
376.1,5.159
376.15,-1.485
376.2,-1.488
376.25,-1.488
376.3,-1.488
376.35,-1.485
376.4,-0.992
376.45,-0.497
376.5,-0.994
376.55,-1.988
376.6,-1.988
376.65,-1.988
376.7,-1.491
376.75,-1.491
376.8,-1.494
376.85,-1.494
376.9,-1.494
376.95,-1.992
377,-1.494
377.05,-1.494
377.1,-1.494
377.15,-1.494
377.2,-1.494
377.25,-1.494
377.3,-1.494
377.35,-0.998
377.4,-0.998
377.45,-0.499
377.5,-0.998
377.55,-0.998
377.6,-0.998
377.65,-1.497
377.7,-1.497
377.75,-1.497
377.8,-1.497
377.85,-1.497
377.9,-0.998
377.95,-0.996
378,-0.998
378.05,-1
378.1,-1
378.15,-0.998
378.2,0
378.25,0.994
378.3,1.984
378.35,2.475
378.4,2.475
378.45,1.984
378.5,2.475
378.55,2.97
378.6,2.97
378.65,2.97
378.7,2.964
378.75,2.47
378.8,0.992
378.85,-0.998
378.9,-0.998
378.95,-0.499
379,-0.499
379.05,0
379.1,-0.499
379.15,-0.499
379.2,-0.499
379.25,0
379.3,1.491
379.35,2.97
379.4,3.944
379.45,4.92
379.5,5.892
379.55,6.86
379.6,7.824
379.65,8.766
379.7,8.279
379.75,7.808
379.8,8.296
379.85,8.279
379.9,6.344
379.95,3.912
380,3.928
380.05,3.936
380.1,5.412
380.15,7.365
380.2,8.766
380.25,9.66
380.3,12.075
380.35,14.942
380.4,15.84
380.45,16.218
380.5,16.184
380.55,15.675
380.6,16.15
380.65,16.59
380.7,16.59
380.75,17.064
380.8,16.59
380.85,16.59
380.9,11.925
380.95,7.2
381,7.245
381.05,7.776
381.1,6.832
381.15,5.379
381.2,10.143
381.25,14.31
381.3,13.833
381.35,12.428
381.4,12.906
381.45,13.412
381.5,13.384
381.55,13.384
381.6,15.232
381.65,16.555
381.7,17.028
381.75,17.501
381.8,15.609
381.85,13.717
381.9,12.825
381.95,11.925
382,6.748
382.05,0.974
382.1,0.493
382.15,0
382.2,-0.499
382.25,-0.996
382.3,-0.498
382.35,-0.499
382.4,-0.499
382.45,-0.499
382.5,2.495
382.55,5.988
382.6,10.311
382.65,15.488
382.7,15.36
382.75,15.232
382.8,17.464
382.85,19.229
382.9,20.592
382.95,21.996
383,22.416
383.05,22.785
383.1,22.32
383.15,22.272
383.2,21.808
383.25,21.344
383.3,21.344
383.35,21.39
383.4,20.038
383.45,18.64
383.5,19.147
383.55,19.147
383.6,13.216
383.65,6.188
383.7,2.91
383.75,-0.493
383.8,-0.496
383.85,-0.498
383.9,-0.498
383.95,-0.498
384,-0.498
384.05,-0.498
384.1,-0.498
384.15,-0.498
384.2,-0.498
384.25,-0.498
384.3,-0.498
384.35,-0.498
384.4,-0.498
384.45,-0.498
384.5,-0.498
384.55,0
384.6,-0.498
384.65,-0.498
384.7,0
384.75,0.498
384.8,0.994
384.85,1.984
384.9,1.491
384.95,0.994
385,0.992
385.05,0.99
385.1,1.984
385.15,2.982
385.2,2.475
385.25,1.976
385.3,2.964
385.35,3.96
385.4,3.465
385.45,2.97
385.5,0.994
385.55,-0.499
385.6,-0.499
385.65,0
385.7,0
385.75,0
385.8,0
385.85,0
385.9,0
385.95,0
386,0
386.05,0
386.1,0
386.15,0
386.2,0
386.25,0
386.3,0.499
386.35,0.998
386.4,1.992
386.45,3.479
386.5,3.472
386.55,3.458
386.6,2.97
386.65,2.475
386.7,0.992
386.75,0
386.8,0
386.85,0.499
386.9,0
386.95,0
387,0
387.05,0
387.1,0
387.15,0
387.2,5.456
387.25,10.824
387.3,9.82
387.35,8.33
387.4,9.253
387.45,10.185
387.5,9.234
387.55,8.784
387.6,8.766
387.65,8.766
387.7,8.748
387.75,8.748
387.8,9.234
387.85,9.234
387.9,9.234
387.95,9.234
388,9.234
388.05,8.766
388.1,8.748
388.15,8.748
388.2,8.748
388.25,9.234
388.3,9.234
388.35,9.234
388.4,9.215
388.45,9.7
388.5,9.7
388.55,9.7
388.6,9.7
388.65,9.7
388.7,8.245
388.75,6.79
388.8,6.804
388.85,7.32
388.9,7.32
388.95,7.32
389,7.32
389.05,7.32
389.1,6.344
389.15,5.856
389.2,2.952
389.25,0
389.3,0
389.35,0
389.4,0
389.45,0
389.5,0
389.55,0
389.6,0
389.65,0
389.7,0
389.75,0
389.8,0
389.85,0
389.9,0
389.95,0
390,0
390.05,0
390.1,0
390.15,0
390.2,0
390.25,0
390.3,0
390.35,0
390.4,0
390.45,0
390.5,0
390.55,0
390.6,1.992
390.65,3.96
390.7,3.96
390.75,3.472
390.8,5.445
390.85,7.425
390.9,7.888
390.95,7.84
391,7.84
391.05,7.824
391.1,8.313
391.15,8.296
391.2,8.296
391.25,8.296
391.3,7.808
391.35,7.808
391.4,6.846
391.45,6.37
391.5,5.88
391.55,5.39
391.6,4.92
391.65,3.952
391.7,3.952
391.75,3.458
391.8,2.475
391.85,1.491
391.9,1.988
391.95,1.988
392,1.988
392.05,1.988
392.1,1.988
392.15,1.988
392.2,1.988
392.25,1.988
392.3,1.988
392.35,1.988
392.4,1.988
392.45,1.988
392.5,2.485
392.55,2.982
392.6,3.472
392.65,3.968
392.7,3.96
392.75,3.952
392.8,4.446
392.85,4.437
392.9,5.423
392.95,5.904
393,5.904
393.05,5.904
393.1,6.396
393.15,6.396
393.2,6.383
393.25,6.383
393.3,6.383
393.35,5.892
393.4,6.383
393.45,6.383
393.5,6.86
393.55,7.35
393.6,7.35
393.65,6.86
393.7,5.39
393.75,4.41
393.8,2.964
393.85,1.491
393.9,0.499
393.95,-0.5
394,1.494
394.05,2.976
394.1,3.96
394.15,4.93
394.2,4.437
394.25,3.451
394.3,2.475
394.35,1.491
394.4,2.48
394.45,2.97
394.5,5.412
394.55,7.84
394.6,8.313
394.65,8.313
394.7,8.296
394.75,8.296
394.8,10.206
394.85,12.558
394.9,12.558
394.95,13.041
395,13.014
395.05,13.014
395.1,13.014
395.15,12.558
395.2,12.532
395.25,12.025
395.3,12.05
395.35,12.05
395.4,11.544
395.45,11.063
395.5,11.086
395.55,11.132
395.6,11.132
395.65,11.109
395.7,11.109
395.75,10.648
395.8,11.109
395.85,11.109
395.9,11.109
395.95,11.616
396,10.67
396.05,9.72
396.1,9.253
396.15,8.784
396.2,6.86
396.25,3.928
396.3,3.936
396.35,3.444
396.4,3.944
396.45,3.944
396.5,2.964
396.55,1.98
396.6,0.994
396.65,-0.5
396.7,-0.5
396.75,-0.499
396.8,0.5
396.85,1
396.9,2.982
396.95,4.95
397,7.395
397.05,9.82
397.1,12.662
397.15,15.004
397.2,16.286
397.25,17.575
397.3,18.05
397.35,18.012
397.4,18.486
397.45,18.92
397.5,18.92
397.55,18.96
397.6,18.96
397.65,18.96
397.7,17.501
397.75,15.609
397.8,18.291
397.85,20.97
397.9,19.188
397.95,17.86
398,18.33
398.05,18.8
398.1,17.427
398.15,16.485
398.2,17.501
398.25,18.525
398.3,18.96
398.35,19.352
398.4,19.782
398.45,20.636
398.5,20.636
398.55,20.636
398.6,21.105
398.65,21.996
398.7,21.482
398.75,20.548
398.8,20.124
398.85,19.74
398.9,18.76
398.95,17.822
399,16.45
399.05,15.072
399.1,14.25
399.15,12.933
399.2,12.428
399.25,11.95
399.3,12.454
399.35,12.96
399.4,12.48
399.45,12
399.5,10.143
399.55,8.748
399.6,5.88
399.65,2.47
399.7,2.958
399.75,2.958
399.8,0.988
399.85,-0.99
399.9,-0.994
399.95,-0.498
400,-0.499
400.05,-0.499
400.1,-0.499
400.15,-0.498
400.2,-0.499
400.25,-0.499
400.3,-0.499
400.35,-0.499
400.4,-0.499
400.45,-0.499
400.5,-0.499
400.55,-0.499
400.6,-0.499
400.65,-0.499
400.7,-0.499
400.75,-0.499
400.8,1.992
400.85,4.464
400.9,4.95
400.95,4.93
401,5.916
401.05,6.396
401.1,6.383
401.15,5.88
401.2,5.88
401.25,5.88
401.3,2.46
401.35,-0.988
401.4,-0.497
401.45,0
401.5,-0.5
401.55,-0.499
401.6,-0.499
401.65,-0.5
401.7,-0.5
401.75,-0.5
401.8,-0.5
401.85,-0.5
401.9,-0.5
401.95,-0.5
402,-0.5
402.05,-0.5
402.1,1.996
402.15,3.984
402.2,6.888
402.25,9.253
402.3,10.67
402.35,12.1
402.4,13.496
402.45,14.37
402.5,17.208
402.55,19.992
402.6,19.908
402.65,19.824
402.7,20.253
402.75,20.68
402.8,19.311
402.85,17.936
402.9,18.408
402.95,19.311
403,18.88
403.05,18.486
403.1,19.393
403.15,19.824
403.2,20.296
403.25,20.296
403.3,20.296
403.35,19.782
403.4,20.21
403.45,20.21
403.5,20.167
403.55,20.167
403.6,20.68
403.65,21.62
403.7,21.574
403.75,21.482
403.8,21.015
403.85,20.592
403.9,20.081
403.95,19.572
404,20.97
404.05,22.368
404.1,21.949
404.15,21.949
404.2,21.949
404.25,22.416
404.3,22.368
404.35,22.32
404.4,21.855
404.45,21.39
404.5,19.995
404.55,18.6
404.6,19.147
404.65,19.698
404.7,20.167
404.75,20.636
404.8,21.528
404.85,22.883
404.9,22.785
404.95,22.687
405,22.687
405.05,23.15
405.1,22.687
405.15,22.176
405.2,22.638
405.25,22.589
405.3,23.05
405.35,23.562
405.4,14.784
405.45,5.993
405.5,3.353
405.55,0.994
405.6,0
405.65,-0.996
405.7,-0.996
405.75,-0.998
405.8,-1.497
405.85,-1.992
405.9,-1.494
405.95,-1.494
406,-1.494
406.05,-0.998
406.1,-0.998
406.15,-0.998
406.2,-0.998
406.25,-0.998
406.3,-0.998
406.35,-0.998
406.4,-0.499
406.45,-0.499
406.5,-0.998
406.55,-0.998
406.6,-1.497
406.65,-1.497
406.7,-1.497
406.75,-0.998
406.8,-0.998
406.85,-0.998
406.9,-0.998
406.95,-0.5
407,-0.5
407.05,-1
407.1,-1
407.15,-1.5
407.2,-1
407.25,-1
407.3,-0.998
407.35,-0.998
407.4,-0.998
407.45,-0.998
407.5,-0.998
407.55,-0.5
407.6,-1
407.65,-1
407.7,-1
407.75,-1
407.8,-1
407.85,-1
407.9,-1
407.95,-0.5
408,-0.5
408.05,-0.5
408.1,-1
408.15,-1
408.2,-1
408.25,-1
408.3,-1
408.35,-0.5
408.4,1.996
408.45,4.99
408.5,6.916
408.55,8.784
408.6,9.7
408.65,10.604
408.7,10.143
408.75,9.215
408.8,9.7
408.85,9.72
408.9,9.253
408.95,8.279
409,8.296
409.05,8.296
409.1,8.279
409.15,7.792
409.2,7.792
409.25,7.808
409.3,6.832
409.35,5.868
409.4,5.868
409.45,5.868
409.5,5.868
409.55,5.868
409.6,4.428
409.65,2.964
409.7,2.964
409.75,2.475
409.8,2.97
409.85,2.97
409.9,2.97
409.95,2.97
410,2.97
410.05,2.964
410.1,3.458
410.15,3.458
410.2,3.458
410.25,3.458
410.3,2.964
410.35,2.964
410.4,2.97
410.45,2.97
410.5,1.485
410.55,0.495
410.6,0.498
410.65,0
410.7,-0.5
410.75,-1
410.8,-0.5
410.85,-0.5
410.9,-0.5
410.95,-0.5
411,-0.5
411.05,-0.5
411.1,0.5
411.15,1.5
411.2,2.49
411.25,2.97
411.3,2.976
411.35,2.976
411.4,2.976
411.45,3.465
411.5,3.96
411.55,4.95
411.6,5.423
411.65,6.37
411.7,6.383
411.75,6.874
411.8,6.888
411.85,6.888
411.9,6.396
411.95,5.904
412,5.892
412.05,5.88
412.1,5.892
412.15,5.892
412.2,5.892
412.25,5.39
412.3,5.39
412.35,5.39
412.4,4.91
412.45,4.419
412.5,4.91
412.55,4.91
412.6,4.91
412.65,4.91
412.7,4.91
412.75,4.92
412.8,5.412
412.85,5.412
412.9,4.92
412.95,4.428
413,3.451
413.05,2.958
413.1,0.994
413.15,-1.002
413.2,-1
413.25,-0.499
413.3,-1
413.35,-1
413.4,-1
413.45,-0.5
413.5,-0.5
413.55,-0.5
413.6,-0.5
413.65,-0.5
413.7,-0.501
413.75,-0.501
413.8,-0.501
413.85,-0.501
413.9,-0.501
413.95,-0.501
414,-0.501
414.05,-0.501
414.1,-0.501
414.15,-0.5
414.2,-0.5
414.25,-0.5
414.3,-0.5
414.35,-0.501
414.4,-0.501
414.45,-0.501
414.5,-0.501
414.55,-0.501
414.6,-0.501
414.65,-0.501
414.7,0.998
414.75,1.992
414.8,1.494
414.85,1.494
414.9,1.494
414.95,1.494
415,0.499
415.05,-0.501
415.1,0
415.15,0
415.2,0
415.25,0
415.3,0
415.35,0
415.4,0
415.45,0
415.5,0
415.55,0
415.6,0
415.65,0
415.7,0
415.75,0
415.8,1
415.85,1.5
415.9,1.497
415.95,1.494
416,2.485
416.05,3.976
416.1,3.968
416.15,4.455
416.2,3.96
416.25,3.96
416.3,3.472
416.35,2.485
416.4,0.996
416.45,-0.5
416.5,0
416.55,0
416.6,0.501
416.65,1.503
416.7,4.509
416.75,7.014
416.8,7.44
416.85,7.365
416.9,8.33
416.95,8.784
417,11.178
417.05,13.095
417.1,13.068
417.15,13.524
417.2,13.524
417.25,13.041
417.3,13.496
417.35,13.496
417.4,14.849
417.45,16.184
417.5,16.66
417.55,17.1
417.6,18.012
417.65,19.393
417.7,19.782
417.75,20.21
417.8,20.21
417.85,20.21
417.9,20.21
417.95,20.21
418,20.21
418.05,20.21
418.1,19.698
418.15,19.229
418.2,19.698
418.25,20.167
418.3,20.167
418.35,20.167
418.4,20.124
418.45,20.124
418.5,20.592
418.55,21.015
418.6,21.015
418.65,21.06
418.7,21.06
418.75,21.06
418.8,20.167
418.85,19.27
418.9,13.659
418.95,8.024
419,3.402
419.05,-1.5
419.1,-0.998
419.15,-0.998
419.2,-0.499
419.25,-0.499
419.3,-0.499
419.35,-0.499
419.4,-0.499
419.45,-0.499
419.5,-0.5
419.55,-0.5
419.6,-0.5
419.65,-0.5
419.7,-0.5
419.75,-0.5
419.8,-0.5
419.85,-0.5
419.9,-0.5
419.95,-0.5
420,-0.5
420.05,-0.5
420.1,-0.5
420.15,-0.5
420.2,-0.5
420.25,-0.5
420.3,-0.5
420.35,-0.5
420.4,-0.5
420.45,-0.5
420.5,-0.5
420.55,-0.5
420.6,-0.5
420.65,-0.5
420.7,0.998
420.75,1.988
420.8,1.992
420.85,1.494
420.9,1.992
420.95,1.988
421,0.497
421.05,-0.497
421.1,0.499
421.15,1.503
421.2,0.499
421.25,-0.497
421.3,2.495
421.35,5.511
421.4,5.976
421.45,5.94
421.5,5.868
421.55,6.292
421.6,8.228
421.65,10.143
421.7,11.616
421.75,13.095
421.8,14.849
421.85,16.082
421.9,16.555
421.95,17.028
422,17.501
422.05,18.012
422.1,18.447
422.15,18.92
422.2,18.92
422.25,18.88
422.3,19.352
422.35,19.311
422.4,19.782
422.45,19.782
422.5,20.21
422.55,20.21
422.6,9.139
422.65,-1.476
422.7,-0.992
422.75,-0.499
422.8,-1
422.85,-1.5
422.9,-1
422.95,-1
423,-0.499
423.05,-0.499
423.1,-0.5
423.15,-0.5
423.2,-0.5
423.25,-0.5
423.3,-1
423.35,-1
423.4,-1
423.45,-1
423.5,-1
423.55,-0.5
423.6,-1
423.65,-1
423.7,-1
423.75,-1
423.8,-1
423.85,-1
423.9,-0.5
423.95,-0.5
424,-0.501
424.05,-0.501
424.1,-0.501
424.15,-0.501
424.2,-0.501
424.25,-0.501
424.3,-0.501
424.35,-0.501
424.4,-0.501
424.45,-0.501
424.5,-0.501
424.55,-0.501
424.6,-0.501
424.65,-0.501
424.7,-0.501
424.75,-0.501
424.8,-0.501
424.85,-0.501
424.9,-0.501
424.95,-0.501
425,-0.501
425.05,-0.501
425.1,-0.501
425.15,-0.501
425.2,-0.501
425.25,-0.501
425.3,-0.501
425.35,-0.501
425.4,-0.501
425.45,-0.501
425.5,-0.501
425.55,0
425.6,0
425.65,0
425.7,0
425.75,0
425.8,0.998
425.85,1.992
425.9,0.996
425.95,0
426,4.473
426.05,8.432
426.1,6.916
426.15,5.412
426.2,4.93
426.25,4.95
426.3,4.94
426.35,4.94
426.4,4.94
426.45,5.434
426.5,5.434
426.55,5.434
426.6,7.395
426.65,8.838
426.7,8.82
426.75,8.313
426.8,9.272
426.85,9.76
426.9,9.74
426.95,10.227
427,11.64
427.05,13.041
427.1,13.014
427.15,13.496
427.2,15.296
427.25,16.66
427.3,16.695
427.35,16.73
427.4,16.15
427.45,15.609
427.5,15.675
427.55,15.296
427.6,16.15
427.65,17.028
427.7,16.625
427.75,16.66
427.8,11.086
427.85,5.368
427.9,1.96
427.95,-0.984
428,-0.496
428.05,0
428.1,0
428.15,-0.5
428.2,-0.5
428.25,0
428.3,0
428.35,0
428.4,0
428.45,0
428.5,0
428.55,0
428.6,0
428.65,0
428.7,0
428.75,0
428.8,0
428.85,0
428.9,0
428.95,0
429,0
429.05,0
429.1,0
429.15,0
429.2,0.998
429.25,1.992
429.3,0.998
429.35,0
429.4,0
429.45,0
429.5,2
429.55,4.5
429.6,5.456
429.65,6.888
429.7,6.888
429.75,6.888
429.8,5.39
429.85,4.41
429.9,4.428
429.95,3.952
430,4.94
430.05,5.434
430.1,6.409
430.15,7.38
430.2,7.365
430.25,7.35
430.3,6.874
430.35,6.874
430.4,7.35
430.45,8.313
430.5,7.824
430.55,7.35
430.6,7.824
430.65,8.296
430.7,6.832
430.75,5.868
430.8,4.92
430.85,3.952
430.9,3.458
430.95,3.465
431,1.491
431.05,-0.499
431.1,0
431.15,0.501
431.2,0
431.25,0
431.3,0
431.35,0
431.4,0
431.45,0
431.5,0
431.55,0
431.6,0
431.65,0
431.7,0.5
431.75,1
431.8,1.992
431.85,2.48
431.9,2.976
431.95,3.465
432,3.465
432.05,3.96
432.1,2.48
432.15,1.491
432.2,0.499
432.25,-0.501
432.3,0
432.35,0
432.4,0.5
432.45,1.002
432.5,1.996
432.55,3.479
432.6,3.479
432.65,3.968
432.7,3.968
432.75,3.472
432.8,3.472
432.85,3.472
432.9,3.968
432.95,4.96
433,6.422
433.05,7.888
433.1,10.248
433.15,12.532
433.2,13.496
433.25,13.978
433.3,14.911
433.35,15.873
433.4,18.126
433.45,20.339
433.5,20.768
433.55,21.712
433.6,22.981
433.65,24.232
433.7,25.056
433.75,25.928
433.8,25.872
433.85,25.816
433.9,26.738
433.95,27.14
434,27.14
434.05,27.081
434.1,27.54
434.15,27.54
434.2,26.22
434.25,24.894
434.3,25.872
434.35,26.334
434.4,25.52
434.45,24.232
434.5,24.18
434.55,23.664
434.6,23.664
434.65,23.664
434.7,24.128
434.75,24.076
434.8,24.486
434.85,24.486
434.9,24.948
434.95,25.41
435,25.816
435.05,25.704
435.1,25.704
435.15,25.704
435.2,15.708
435.25,6.058
435.3,3.84
435.35,1.972
435.4,0
435.45,-1.494
435.5,-0.996
435.55,-0.996
435.6,-0.498
435.65,-0.499
435.7,-0.499
435.75,-0.998
435.8,-0.998
435.85,-0.996
435.9,-0.499
435.95,-0.499
436,-0.499
436.05,-0.499
436.1,-0.499
436.15,-0.499
436.2,-0.499
436.25,-0.499
436.3,-0.499
436.35,-0.998
436.4,-0.499
436.45,-0.5
436.5,-0.499
436.55,-0.499
436.6,-0.5
436.65,-0.5
436.7,-0.5
436.75,-0.5
436.8,3.486
436.85,6.958
436.9,5.445
436.95,3.952
437,2.964
437.05,2.475
437.1,3.944
437.15,4.92
437.2,4.92
437.25,4.92
437.3,4.92
437.35,4.93
437.4,3.952
437.45,2.48
437.5,0.996
437.55,-0.5
437.6,-0.5
437.65,-0.5
437.7,-1
437.75,-1
437.8,1.491
437.85,4.446
437.9,3.465
437.95,1.984
438,1.988
