Adjusted Time,Pack Power
0,0
0.05,0
0.1,0
0.15,0
0.2,0
0.25,0
0.3,0
0.35,0
0.4,0
0.45,0
0.5,0
0.55,0
0.6,0
0.65,0
0.7,0
0.75,0
0.8,0
0.85,0
0.9,0
0.95,0
1,0
1.05,0
1.1,0
1.15,0
1.2,0
1.25,0
1.3,0.517
1.35,0.517
1.4,0.516
1.45,0.516
1.5,1.032
1.55,1.03
1.6,1.03
1.65,1.03
1.7,1.545
1.75,1.542
1.8,1.542
1.85,2.052
1.9,2.052
1.95,2.052
2,2.048
2.05,2.048
2.1,2.048
2.15,2.048
2.2,2.048
2.25,2.048
2.3,2.56
2.35,2.56
2.4,2.56
2.45,2.555
2.5,3.066
2.55,3.066
2.6,3.066
2.65,3.06
2.7,3.06
2.75,3.57
2.8,3.57
2.85,3.563
2.9,3.563
2.95,3.563
3,3.563
3.05,4.064
3.1,4.064
3.15,4.064
3.2,4.064
3.25,4.064
3.3,4.572
3.35,4.572
3.4,4.563
3.45,4.563
3.5,4.563
3.55,4.563
3.6,5.06
3.65,5.06
3.7,5.05
3.75,5.05
3.8,5.05
3.85,5.555
3.9,5.555
3.95,5.555
4,5.555
4.05,6.048
4.1,6.048
4.15,6.048
4.2,6.048
4.25,6.036
4.3,6.036
4.35,6.036
4.4,6.036
4.45,6.024
4.5,6.526
4.55,6.526
4.6,6.539
4.65,6.526
4.7,7.028
4.75,7.028
4.8,7.014
4.85,7.014
4.9,7.014
4.95,7.014
5,7.014
5.05,7.515
5.1,7.515
5.15,7.5
5.2,7.014
5.25,7.028
5.3,7.028
5.35,7.028
5.4,6.526
5.45,6.036
5.5,5.544
5.55,5.544
5.6,5.544
5.65,5.544
5.7,5.04
5.75,5.04
5.8,4.545
5.85,4.048
5.9,3.549
5.95,3.048
6,2.545
6.05,2.55
6.1,2.55
6.15,2.545
6.2,2.545
6.25,2.55
6.3,2.04
6.35,2.55
6.4,2.55
6.45,3.054
6.5,3.556
6.55,4.056
6.6,4.056
6.65,3.549
6.7,3.549
6.75,4.048
6.8,4.545
6.85,5.04
6.9,6.048
6.95,6.539
7,7.028
7.05,8
7.1,8.982
7.15,9.443
7.2,10.395
7.25,12.844
7.3,14.268
7.35,14.7
7.4,14.181
7.45,13.176
7.5,12.225
7.55,11.76
7.6,11.293
7.65,10.824
7.7,10.846
7.75,10.846
7.8,11.339
7.85,11.293
7.9,11.27
7.95,11.76
8,11.76
8.05,11.76
8.1,11.76
8.15,11.293
8.2,10.824
8.25,10.824
8.3,10.824
8.35,10.824
8.4,10.824
8.45,9.86
8.5,9.386
8.55,9.88
8.6,9.88
8.65,9.386
8.7,9.405
8.75,9.386
8.8,9.386
8.85,9.386
8.9,9.405
8.95,9.424
9,9.424
9.05,9.424
9.1,8.928
9.15,7.92
9.2,6.448
9.25,5.489
9.3,3.521
9.35,1.018
9.4,-0.513
9.45,-0.513
9.5,-0.513
9.55,-0.514
9.6,-1.028
9.65,-0.514
9.7,-0.514
9.75,0
9.8,0
9.85,-0.514
9.9,-0.515
9.95,-0.515
10,-0.515
10.05,-0.515
10.1,-0.515
10.15,-0.515
10.2,-0.515
10.25,-0.515
10.3,0
10.35,0
10.4,0
10.45,0
10.5,-0.515
10.55,-0.515
10.6,0
10.65,0.515
10.7,1.542
10.75,2.56
10.8,3.563
10.85,5.07
10.9,6.06
10.95,6.539
11,7.014
11.05,7.984
11.1,8.449
11.15,8.928
11.2,8.91
11.25,8.928
11.3,8.928
11.35,8.928
11.4,8.928
11.45,8.928
11.5,8.928
11.55,8.432
11.6,7.936
11.65,6.461
11.7,5.467
11.75,4.97
11.8,3.992
11.85,3.012
11.9,1.518
11.95,0
12,-1.028
12.05,-0.514
12.1,-0.514
12.15,-0.514
12.2,-0.514
12.25,-0.514
12.3,-0.514
12.35,0
12.4,0
12.45,0.515
12.5,1.542
12.55,2.555
12.6,3.563
12.65,3.054
12.7,2.545
12.75,3.042
12.8,3.542
12.85,4.554
12.9,5.555
12.95,7.545
13,8.5
13.05,9.94
13.1,10.374
13.15,10.846
13.2,11.808
13.25,12.25
13.3,12.714
13.35,12.688
13.4,12.175
13.45,12.2
13.5,11.712
13.55,11.27
13.6,10.824
13.65,10.353
13.7,9.86
13.75,9.84
13.8,9.348
13.85,9.329
13.9,8.838
13.95,7.856
14,7.395
14.05,7.44
14.1,7.485
14.15,6.986
14.2,7
14.25,6
14.3,6
14.35,6.012
14.4,6.513
14.45,7
14.5,7.5
14.55,7.485
14.6,7.984
14.65,7.968
14.7,7.952
14.75,8.432
14.8,8.432
14.85,8.432
14.9,8.91
14.95,9.88
15,10.824
15.05,11.293
15.1,12.225
15.15,13.176
15.2,14.123
15.25,15.456
15.3,16.354
15.35,16.354
15.4,16.354
15.45,16.32
15.5,16.286
15.55,16.765
15.6,16.765
15.65,17.208
15.7,16.73
15.75,15.774
15.8,12.933
15.85,6.279
15.9,1.47
15.95,1.515
16,1.028
16.05,0
16.1,-1.026
16.15,-1.024
16.2,-1.026
16.25,-1.026
16.3,-1.539
16.35,-1.026
16.4,-0.513
16.45,-0.513
16.5,-0.513
16.55,-1.026
16.6,-1.028
16.65,-1.028
16.7,-1.028
16.75,-0.514
16.8,-0.514
16.85,-0.514
16.9,-0.514
16.95,-0.514
17,0
17.05,1.024
17.1,2.04
17.15,4.072
17.2,5.577
17.25,5.555
17.3,6.036
17.35,5.522
17.4,5.511
17.45,5
17.5,5
17.55,5.01
17.6,5.01
17.65,4.518
17.7,4.016
17.75,3.521
17.8,3.521
17.85,3.528
17.9,3.528
17.95,3.528
18,3.528
18.05,3.528
18.1,3.528
18.15,3.528
18.2,3.528
18.25,3.03
18.3,3.03
18.35,3.535
18.4,3.535
18.45,3.542
18.5,3.542
18.55,3.036
18.6,3.036
18.65,3.036
18.7,3.042
18.75,3.042
18.8,3.042
18.85,3.042
18.9,2.535
18.95,2.535
19,2.54
19.05,2.54
19.1,2.036
19.15,0.511
19.2,-0.513
19.25,-0.513
19.3,-0.513
19.35,-1.028
19.4,-0.513
19.45,0.511
19.5,1.53
19.55,2.04
19.6,2.545
19.65,2.535
19.7,2.53
19.75,2.53
19.8,3.036
19.85,3.036
19.9,3.542
19.95,3.542
20,3.535
20.05,3.535
20.1,4.04
20.15,4.032
20.2,4.536
20.25,4.032
20.3,4.536
20.35,5.04
20.4,5.533
20.45,6.513
20.5,6.5
20.55,6.513
20.6,6.012
20.65,6.012
20.7,5.511
20.75,5.522
20.8,5.03
20.85,5.03
20.9,5.03
20.95,5.03
21,5.533
21.05,5.522
21.1,6.012
21.15,6.012
21.2,6.012
21.25,6.012
21.3,6.012
21.35,5.511
21.4,5.511
21.45,5.511
21.5,5.522
21.55,5.522
21.6,5.522
21.65,5.522
21.7,5.01
21.75,5.01
21.8,4.5
21.85,4.509
21.9,5.01
21.95,5.01
22,5.02
22.05,5.01
22.1,5.511
22.15,5.511
22.2,5.511
22.25,6
22.3,6.487
22.35,6.972
22.4,7.455
22.45,8.449
22.5,8.928
22.55,8.432
22.6,8.415
22.65,8.415
22.7,8.415
22.75,8.91
22.8,8.91
22.85,8.415
22.9,8.398
22.95,8.415
23,8.415
23.05,8.415
23.1,8.415
23.15,8.415
23.2,8.415
23.25,8.91
23.3,8.91
23.35,8.91
23.4,8.415
23.45,8.892
23.5,8.91
23.55,8.432
23.6,7.952
23.65,6.944
23.7,6.461
23.75,5.976
23.8,5.5
23.85,4.518
23.9,3.03
23.95,0.51
24,-1.539
24.05,-1.026
24.1,-0.513
24.15,-0.513
24.2,0
24.25,-0.513
24.3,-0.513
24.35,-0.513
24.4,-0.513
24.45,-0.513
24.5,-0.513
24.55,-0.513
24.6,-0.513
24.65,-0.513
24.7,0
24.75,2.044
24.8,3.054
24.85,2.53
24.9,2.525
24.95,3.535
25,4.04
25.05,4.04
25.1,3.535
25.15,3.03
25.2,3.036
25.25,3.036
25.3,2.028
25.35,0.507
25.4,-1.016
25.45,-0.511
25.5,0
25.55,-0.513
25.6,-0.513
25.65,-0.513
25.7,-0.513
25.75,-0.513
25.8,-0.514
25.85,-0.514
25.9,-0.514
25.95,-0.514
26,-0.514
26.05,-0.514
26.1,-0.514
26.15,-0.514
26.2,-0.514
26.25,-0.513
26.3,-0.513
26.35,-0.514
26.4,-0.514
26.45,-0.514
26.5,-0.514
26.55,-0.514
26.6,-0.513
26.65,-0.513
26.7,-0.513
26.75,-0.514
26.8,-0.514
26.85,-0.514
26.9,0
26.95,0
27,0
27.05,0
27.1,0
27.15,0
27.2,0
27.25,0
27.3,0
27.35,0
27.4,0
27.45,0
27.5,0
27.55,0
27.6,0
27.65,0
27.7,0
27.75,0
27.8,0
27.85,0
27.9,0
27.95,0
28,0
28.05,0
28.1,0
28.15,0
28.2,0
28.25,0
28.3,0
28.35,0
28.4,0
28.45,0
28.5,0
28.55,0
28.6,0
28.65,0
28.7,0
28.75,0
28.8,0
28.85,0
28.9,0
28.95,0
29,0
29.05,0
29.1,0
29.15,0
29.2,0
29.25,0
29.3,0.513
29.35,3.072
29.4,4.08
29.45,3.06
29.5,2.545
29.55,1.527
29.6,1.018
29.65,0.51
29.7,0
29.75,0
29.8,0.513
29.85,2.044
29.9,3.06
29.95,3.048
30,3.542
30.05,4.048
30.1,4.545
30.15,5.04
30.2,5.533
30.25,6.526
30.3,7.515
30.35,7.984
30.4,8.466
30.45,8.946
30.5,9.9
30.55,10.353
30.6,10.824
30.65,10.802
30.7,10.802
30.75,11.27
30.8,12.25
30.85,13.203
30.9,15.128
30.95,17.496
31,19.32
31.05,19.12
31.1,19.516
31.15,18.603
31.2,18.164
31.25,17.686
31.3,17.686
31.35,17.686
31.4,18.126
31.45,18.088
31.5,18.05
31.55,18.525
31.6,18.525
31.65,18.525
31.7,18.525
31.75,18.05
31.8,17.575
31.85,16.695
31.9,16.252
31.95,15.807
32,15.36
32.05,15.84
32.1,16.32
32.15,15.84
32.2,16.286
32.25,16.286
32.3,16.765
32.35,16.73
32.4,16.73
32.45,16.73
32.5,16.765
32.55,16.252
32.6,14.37
32.65,9.12
32.7,4.86
32.75,1
32.8,-1.53
32.85,-1.02
32.9,-0.511
32.95,-0.512
33,0
33.05,-0.512
33.1,-0.511
33.15,-0.511
33.2,-0.511
33.25,-0.511
33.3,-0.512
33.35,-0.512
33.4,-0.512
33.45,-0.512
33.5,-0.512
33.55,-0.512
33.6,-0.512
33.65,-0.512
33.7,-0.512
33.75,-0.512
33.8,-0.512
33.85,-0.512
33.9,-0.512
33.95,-0.512
34,-0.512
34.05,-0.512
34.1,0
34.15,2.04
34.2,3.048
34.25,3.042
34.3,3.036
34.35,3.535
34.4,3.535
34.45,4.04
34.5,4.536
34.55,5
34.6,5.467
34.65,5.456
34.7,5.456
34.75,5.467
34.8,5.478
34.85,5.478
34.9,5.478
34.95,5.976
35,5.976
35.05,6.474
35.1,6.474
35.15,6.461
35.2,6.461
35.25,6.461
35.3,6.474
35.35,6.474
35.4,6.474
35.45,6.474
35.5,6.972
35.55,6.972
35.6,6.958
35.65,6.958
35.7,7.44
35.75,8.91
35.8,10.332
35.85,12.175
35.9,13.068
35.95,13.068
36,13.068
36.05,12.584
36.1,11.616
36.15,10.206
36.2,8.313
36.25,6.93
36.3,4.5
36.35,1.515
36.4,-0.508
36.45,-0.51
36.5,-1.022
36.55,-1.024
36.6,-1.024
36.65,-1.024
36.7,-0.512
36.75,0
36.8,0
36.85,-1.024
36.9,-1.024
36.95,-1.024
37,-0.512
37.05,-0.513
37.1,-0.513
37.15,-1.026
37.2,-1.024
37.25,-1.024
37.3,-0.512
37.35,-0.512
37.4,-0.512
37.45,-0.512
37.5,-0.512
37.55,-0.512
37.6,-0.512
37.65,-0.513
37.7,-0.513
37.75,-0.513
37.8,-0.513
37.85,-0.512
37.9,-0.512
37.95,-0.512
38,-0.512
38.05,-0.512
38.1,-0.513
38.15,-0.513
38.2,-0.513
38.25,-0.513
38.3,-0.513
38.35,-0.513
38.4,-0.513
38.45,-0.513
38.5,0
38.55,0
38.6,0
38.65,0
38.7,0
38.75,-0.513
38.8,-0.513
38.85,-0.513
38.9,-0.513
38.95,-0.512
39,-0.512
39.05,-0.512
39.1,-0.512
39.15,0
39.2,0
39.25,0
39.3,0
39.35,0
39.4,0
39.45,0
39.5,0
39.55,0
39.6,0
39.65,0
39.7,0
39.75,0
39.8,0
39.85,0
39.9,0
39.95,0
40,0
40.05,0
40.1,0
40.15,0
40.2,0.512
40.25,2.036
40.3,2.54
40.35,2.54
40.4,2.54
40.45,2.54
40.5,2.54
40.55,2.54
40.6,3.042
40.65,3.542
40.7,4.04
40.75,4.536
40.8,5.04
40.85,5.02
40.9,5.511
40.95,6
41,6.5
41.05,6.986
41.1,6.972
41.15,6.487
41.2,5.988
41.25,5.511
41.3,5.01
41.35,5.01
41.4,5.511
41.45,6
41.5,6.487
41.55,6.986
41.6,6.972
41.65,7.47
41.7,7.968
41.75,8.466
41.8,8.449
41.85,8.91
41.9,8.892
41.95,9.386
42,9.386
42.05,9.386
42.1,9.367
42.15,9.367
42.2,9.367
42.25,9.367
42.3,9.86
42.35,9.86
42.4,9.86
42.45,9.86
42.5,9.86
42.55,9.86
42.6,9.367
42.65,9.367
42.7,8.892
42.75,7.92
42.8,6.448
42.85,3.992
42.9,1.509
42.95,0.508
43,0
43.05,0
43.1,0
43.15,0
43.2,0
43.25,0
43.3,0
43.35,0
43.4,0
43.45,0
43.5,0
43.55,0
43.6,0
43.65,0
43.7,0
43.75,0
43.8,0
43.85,0
43.9,0
43.95,0
44,0
44.05,0
44.1,0
44.15,0
44.2,0
44.25,0
44.3,0
44.35,0
44.4,0
44.45,0
44.5,0
44.55,0
44.6,0.512
44.65,2.555
44.7,4.572
44.75,6.024
44.8,6.487
44.85,6.5
44.9,6.012
44.95,5.01
45,5.01
45.05,6.526
45.1,7.515
45.15,6.972
45.2,6.958
45.25,6.972
45.3,6.986
45.35,5.489
45.4,4.008
45.45,1.512
45.5,0
45.55,0.51
45.6,0.512
45.65,0
45.7,0
45.75,0
45.8,0.51
45.85,2.53
45.9,3.521
45.95,4.032
46,4.032
46.05,4.032
46.1,4.032
46.15,4.032
46.2,4.032
46.25,4.032
46.3,4.536
46.35,5.03
46.4,5.02
46.45,4.518
46.5,5.02
46.55,5.01
46.6,5.511
46.65,5.01
46.7,5.01
46.75,4.518
46.8,4.024
46.85,2.016
46.9,0.506
46.95,0
47,0
47.05,0
47.1,0
47.15,0
47.2,0
47.25,0
47.3,0
47.35,0
47.4,0.511
47.45,1.022
47.5,1.53
47.55,2.54
47.6,4.048
47.65,6.526
47.7,7.984
47.75,8.432
47.8,9.86
47.85,11.247
47.9,12.636
47.95,13.122
48,13.608
48.05,13.149
48.1,12.662
48.15,12.636
48.2,12.636
48.25,12.175
48.3,12.175
48.35,12.175
48.4,12.175
48.45,11.688
48.5,11.224
48.55,10.758
48.6,10.311
48.65,9.84
48.7,9.348
48.75,9.367
48.8,9.367
48.85,9.367
48.9,9.367
48.95,9.348
49,9.348
49.05,9.348
49.1,9.348
49.15,9.348
49.2,9.348
49.25,9.348
49.3,9.348
49.35,9.348
49.4,9.348
49.45,8.856
49.5,8.364
49.55,8.364
49.6,8.364
49.65,8.381
49.7,8.381
49.75,8.892
49.8,8.892
49.85,8.91
49.9,8.91
49.95,8.892
50,9.386
50.05,9.386
50.1,9.386
50.15,9.386
50.2,9.367
50.25,8.892
50.3,8.892
50.35,8.892
50.4,8.874
50.45,8.381
50.5,8.364
50.55,8.364
50.6,8.874
50.65,9.367
50.7,9.86
50.75,9.84
50.8,9.84
50.85,9.84
50.9,9.82
50.95,10.29
51,10.269
51.05,10.269
51.1,10.269
51.15,10.758
51.2,11.247
51.25,11.712
51.3,12.175
51.35,11.664
51.4,11.664
51.45,11.178
51.5,10.714
51.55,10.758
51.6,11.247
51.65,10.78
51.7,10.29
51.75,9.31
51.8,8.347
51.85,8.381
51.9,8.398
51.95,8.398
52,7.904
52.05,7.92
52.1,7.425
52.15,5.456
52.2,4.482
52.25,3.5
52.3,2.51
52.35,0.503
52.4,-0.505
52.45,0
52.5,0
52.55,-0.511
52.6,-0.511
52.65,-0.51
52.7,-0.51
52.75,-0.511
52.8,-0.511
52.85,-0.511
52.9,-0.511
52.95,-0.511
53,-0.511
53.05,-1.022
53.1,-0.511
53.15,-0.511
53.2,-0.511
53.25,-0.511
53.3,-0.511
53.35,-0.511
53.4,-0.511
53.45,-0.511
53.5,-0.511
53.55,-0.511
53.6,-0.511
53.65,-0.511
53.7,-0.511
53.75,-0.511
53.8,0
53.85,1.022
53.9,2.545
53.95,4.554
54,6.024
54.05,8
54.1,9.443
54.15,8.91
54.2,8.874
54.25,8.398
54.3,8.398
54.35,8.874
54.4,9.348
54.45,9.84
54.5,9.348
54.55,8.364
54.6,7.38
54.65,7.41
54.7,7.44
54.75,6.944
54.8,5.976
54.85,3.507
54.9,1.512
54.95,0
55,-0.507
55.05,-0.509
55.1,-0.51
55.15,-0.511
55.2,-0.511
55.25,-0.511
55.3,0
55.35,0
55.4,0
55.45,0
55.5,1.02
55.55,3.563
55.6,5.07
55.65,5.04
55.7,5.02
55.75,5.01
55.8,5.01
55.85,5.522
55.9,6.012
55.95,7.47
56,8.415
56.05,9.348
56.1,10.311
56.15,10.311
56.2,9.82
56.25,8.838
56.3,7.856
56.35,8.364
56.4,8.892
56.45,8.892
56.5,9.367
56.55,11.27
56.6,12.2
56.65,12.175
56.7,12.636
56.75,12.15
56.8,12.15
56.85,12.15
56.9,12.15
56.95,11.664
57,11.664
57.05,11.688
57.1,11.688
57.15,12.15
57.2,12.15
57.25,10.714
57.3,9.76
57.35,8.802
57.4,8.33
57.45,8.856
57.5,8.874
57.55,7.888
57.6,7.395
57.65,7.904
57.7,8.398
57.75,8.874
57.8,9.348
57.85,9.348
57.9,9.348
57.95,9.348
58,8.856
58.05,8.364
58.1,7.872
58.15,7.888
58.2,7.888
58.25,7.888
58.3,7.888
58.35,7.888
58.4,7.888
58.45,8.381
58.5,8.381
58.55,8.381
58.6,7.395
58.65,5.423
58.7,2.976
58.75,0.504
58.8,-1.018
58.85,-0.51
58.9,-0.51
58.95,-0.51
59,-1.02
59.05,-0.51
59.1,-0.51
59.15,-0.51
59.2,-0.51
59.25,-0.51
59.3,0
59.35,0
59.4,0
59.45,0
59.5,0
59.55,0
59.6,0
59.65,0
59.7,0
59.75,0
59.8,0
59.85,0
59.9,0
59.95,0
60,0
60.05,0
60.1,0
60.15,0
60.2,0
60.25,0
60.3,0
60.35,0
60.4,0
60.45,0
60.5,0
60.55,0
60.6,0
60.65,0
60.7,0
60.75,0
60.8,0
60.85,0
60.9,0.51
60.95,1.53
61,2.036
61.05,2.032
61.1,1.524
61.15,1.527
61.2,1.016
61.25,1.521
61.3,2.024
61.35,2.535
61.4,2.54
61.45,1.524
61.5,1.521
61.55,2.028
61.6,2.535
61.65,2.525
61.7,3.528
61.75,5.03
61.8,5.522
61.85,6
61.9,6.487
61.95,7.485
62,8.449
62.05,9.367
62.1,9.82
62.15,9.82
62.2,9.8
62.25,10.29
62.3,10.758
62.35,11.247
62.4,11.247
62.45,11.247
62.5,11.247
62.55,11.247
62.6,11.247
62.65,11.247
62.7,11.224
62.75,11.224
62.8,11.224
62.85,11.247
62.9,11.247
62.95,11.224
63,10.758
63.05,10.269
63.1,9.78
63.15,9.78
63.2,9.291
63.25,9.8
63.3,9.8
63.35,9.82
63.4,9.82
63.45,9.82
63.5,8.838
63.55,7.365
63.6,4.95
63.65,1.506
63.7,-0.507
63.75,0
63.8,0
63.85,0
63.9,0
63.95,0
64,0
64.05,0
64.1,0
64.15,0
64.2,0
64.25,0
64.3,0
64.35,0
64.4,0
64.45,0
64.5,0
64.55,0
64.6,0
64.65,0
64.7,0
64.75,0
64.8,0
64.85,0
64.9,0
64.95,0
65,0
65.05,0
65.1,0
65.15,0
65.2,0
65.25,0
65.3,0.509
65.35,1.521
65.4,2.028
65.45,2.028
65.5,2.535
65.55,3.024
65.6,3.521
65.65,4.527
65.7,5.511
65.75,6.972
65.8,7.936
65.85,8.432
65.9,8.892
65.95,9.348
66,10.311
66.05,10.29
66.1,10.758
66.15,10.758
66.2,11.224
66.25,11.224
66.3,11.224
66.35,11.712
66.4,11.712
66.45,11.688
66.5,12.175
66.55,12.662
66.6,12.636
66.65,12.636
66.7,13.095
66.75,13.978
66.8,14.43
66.85,14.911
66.9,14.88
66.95,15.36
67,15.807
67.05,16.252
67.1,16.695
67.15,16.66
67.2,17.136
67.25,17.612
67.3,17.575
67.35,18.012
67.4,18.012
67.45,18.447
67.5,18.447
67.55,18.88
67.6,19.782
67.65,21.666
67.7,23.03
67.75,22.932
67.8,22.883
67.85,22.785
67.9,22.272
67.95,22.224
68,22.224
68.05,23.15
68.1,23.613
68.15,23.562
68.2,23.562
68.25,24.024
68.3,24.024
68.35,24.433
68.4,22.638
68.45,16.776
68.5,12.246
68.55,9.12
68.6,5.368
68.65,0.988
68.7,-1.5
68.75,-0.505
68.8,-0.508
68.85,-0.508
68.9,-1.016
68.95,-1.016
69,-0.508
69.05,-0.509
69.1,-0.51
69.15,-1.018
69.2,-1.018
69.25,-1.016
69.3,-0.508
69.35,-0.509
69.4,-0.51
69.45,-0.51
69.5,-0.509
69.55,-1.018
69.6,-1.018
69.65,-1.018
69.7,0
69.75,1.012
69.8,2.02
69.85,1.515
69.9,1.515
69.95,1.515
70,2.02
70.05,2.02
70.1,2.02
70.15,2.02
70.2,2.02
70.25,2.52
70.3,2.52
70.35,2.016
70.4,2.016
70.45,2.02
70.5,2.02
70.55,2.02
70.6,2.02
70.65,2.02
70.7,2.02
70.75,2.02
70.8,2.02
70.85,2.02
70.9,2.02
70.95,1.515
71,1.515
71.05,2.024
71.1,2.024
71.15,2.024
71.2,1.515
71.25,1.518
71.3,1.518
71.35,1.518
71.4,1.014
71.45,0
71.5,0
71.55,1.018
71.6,1.018
71.65,0
71.7,-0.51
71.75,-0.51
71.8,-0.51
71.85,-0.51
71.9,-1.02
71.95,-0.51
72,-0.51
72.05,-0.51
72.1,-0.51
72.15,-0.51
72.2,-0.511
72.25,-0.51
72.3,-0.51
72.35,-0.51
72.4,-0.51
72.45,-0.51
72.5,-0.51
72.55,-0.51
72.6,-0.51
72.65,-0.51
72.7,-0.51
72.75,0
72.8,0
72.85,-0.51
72.9,-0.51
72.95,-0.51
73,-0.51
73.05,-0.51
73.1,0
73.15,0
73.2,0
73.25,0
73.3,0
73.35,0
73.4,0
73.45,0
73.5,0
73.55,0
73.6,0.51
73.65,2.55
73.7,4.072
73.75,5.566
73.8,6.048
73.85,6.024
73.9,6.024
73.95,5.511
74,5.02
74.05,3.528
74.1,2.525
74.15,3.03
74.2,3.03
74.25,4.024
74.3,5.02
74.35,5.522
74.4,6.012
74.45,6.012
74.5,5.5
74.55,6
74.6,5.5
74.65,5.5
74.7,5.5
74.75,5.5
74.8,5.5
74.85,5.5
74.9,5.5
74.95,6
75,6
75.05,5.988
75.1,5.988
75.15,6.487
75.2,6.474
75.25,6.944
75.3,6.944
75.35,7.44
75.4,7.44
75.45,7.44
75.5,7.425
75.55,7.44
75.6,7.44
75.65,7.425
75.7,7.425
75.75,7.904
75.8,7.904
75.85,7.904
75.9,7.904
75.95,8.398
76,8.398
76.05,8.381
76.1,8.874
76.15,9.367
76.2,9.82
76.25,10.758
76.3,11.224
76.35,11.224
76.4,11.224
76.45,11.201
76.5,11.201
76.55,11.201
76.6,11.201
76.65,11.178
76.7,10.692
76.75,9.253
76.8,8.296
76.85,6.383
76.9,3.968
76.95,1.008
77,-1.018
77.05,-0.509
77.1,-0.509
77.15,-0.509
77.2,-0.509
77.25,-0.509
77.3,-0.509
77.35,-0.51
77.4,1.016
77.45,4.032
77.5,6.5
77.55,7.952
77.6,9.405
77.65,10.353
77.7,10.824
77.75,10.78
77.8,11.247
77.85,11.224
77.9,11.224
77.95,10.758
78,10.758
78.05,10.758
78.1,10.758
78.15,10.29
78.2,9.8
78.25,8.82
78.3,8.838
78.35,8.856
78.4,8.856
78.45,9.348
78.5,9.348
78.55,9.348
78.6,8.856
78.65,8.856
78.7,8.364
78.75,8.364
78.8,7.872
78.85,7.38
78.9,6.409
78.95,5.467
79,4.491
79.05,4.491
79.1,3.992
79.15,2.994
79.2,1.503
79.25,-0.506
79.3,-1.018
79.35,-0.509
79.4,-0.509
79.45,0
79.5,0
79.55,-0.509
79.6,-0.509
79.65,0
79.7,0
79.75,0
79.8,-0.509
79.85,0
79.9,0
79.95,0
80,0
80.05,0
80.1,0
80.15,0
80.2,0
80.25,0
80.3,0
80.35,0
80.4,0
80.45,0
80.5,0
80.55,0
80.6,0
80.65,0
80.7,0
80.75,0
80.8,0
80.85,0
80.9,0
80.95,0
81,0
81.05,0
81.1,0
81.15,0
81.2,0
81.25,0
81.3,0
81.35,0
81.4,0
81.45,0
81.5,0
81.55,0
81.6,0
81.65,0
81.7,0
81.75,0
81.8,0
81.85,0
81.9,0
81.95,0
82,0
82.05,0.51
82.1,2.028
82.15,4.518
82.2,6.986
82.25,10.437
82.3,11.385
82.35,10.311
82.4,10.269
82.45,11.688
82.5,13.095
82.55,14.49
82.6,15.424
82.65,15.392
82.7,15.36
82.75,15.392
82.8,14.942
82.85,13.552
82.9,13.095
82.95,13.095
83,13.095
83.05,13.095
83.1,12.61
83.15,12.61
83.2,12.61
83.25,12.636
83.3,12.636
83.35,11.688
83.4,11.201
83.45,10.736
83.5,10.736
83.55,11.224
83.6,11.224
83.65,11.224
83.7,10.736
83.75,10.269
83.8,9.8
83.85,8.364
83.9,7.395
83.95,6.916
84,6.435
84.05,5.952
84.1,5.467
84.15,5.467
84.2,5.467
84.25,4.473
84.3,3.984
84.35,4
84.4,3.006
84.45,0.502
84.5,-0.503
84.55,0
84.6,0
84.65,0
84.7,-0.509
84.75,-0.509
84.8,0
84.85,0
84.9,0
84.95,0
85,0
85.05,0
85.1,0
85.15,0
85.2,0
85.25,0
85.3,0
85.35,0
85.4,0
85.45,0
85.5,0
85.55,0
85.6,0
85.65,0
85.7,0
85.75,0
85.8,0
85.85,0
85.9,0.509
85.95,2.032
86,3.036
86.05,3.521
86.1,4.016
86.15,4.518
86.2,4.518
86.25,4.008
86.3,3.507
86.35,4.016
86.4,4.518
86.45,5
86.5,5.489
86.55,6
86.6,6
86.65,5.489
86.7,4.98
86.75,4.98
86.8,4.491
86.85,4.5
86.9,3.514
86.95,2.02
87,1.014
87.05,1.518
87.1,1.518
87.15,1.518
87.2,1.518
87.25,2.024
87.3,2.024
87.35,1.518
87.4,1.518
87.45,2.53
87.5,3.03
87.55,3.521
87.6,5.01
87.65,6.972
87.7,8.415
87.75,8.398
87.8,8.874
87.85,9.348
87.9,9.84
87.95,9.329
88,9.329
88.05,9.348
88.1,9.348
88.15,9.348
88.2,9.348
88.25,9.348
88.3,9.348
88.35,9.329
88.4,8.364
88.45,6.916
88.5,5.456
88.55,3.5
88.6,2.012
88.65,0.507
88.7,0
88.75,0
88.8,0
88.85,-0.509
88.9,-0.509
88.95,0
89,0
89.05,0
89.1,0
89.15,0
89.2,0.509
89.25,2.032
89.3,3.542
89.35,4.024
89.4,4.509
89.45,5.01
89.5,4.5
89.55,4
89.6,3.5
89.65,4.016
89.7,5.01
89.75,6.474
89.8,8.415
89.85,9.84
89.9,11.293
89.95,11.784
90,12.25
90.05,12.662
90.1,13.095
90.15,13.552
90.2,13.524
90.25,13.524
90.3,13.041
90.35,13.041
90.4,12.584
90.45,11.664
90.5,11.201
90.55,11.664
90.6,11.664
90.65,11.688
90.7,11.712
90.75,12.2
90.8,12.2
90.85,12.175
90.9,12.175
90.95,12.15
91,12.15
91.05,12.15
91.1,12.15
91.15,12.15
91.2,12.125
91.25,12.125
